County,2012
"Autauga County, AL",7.0     
"Baldwin County, AL",7.5     
"Barbour County, AL",11.6     
"Bibb County, AL",8.5     
"Blount County, AL",6.9     
"Bullock County, AL",10.6     
"Butler County, AL",11.6     
"Calhoun County, AL",8.8     
"Chambers County, AL",9.9     
"Cherokee County, AL",8.0     
"Chilton County, AL",7.2     
"Choctaw County, AL",10.4     
"Clarke County, AL",15.2     
"Clay County, AL",9.5     
"Cleburne County, AL",8.2     
"Coffee County, AL",7.1     
"Colbert County, AL",8.7     
"Conecuh County, AL",12.1     
"Coosa County, AL",9.3     
"Covington County, AL",8.3     
"Crenshaw County, AL",8.2     
"Cullman County, AL",7.6     
"Dale County, AL",7.5     
"Dallas County, AL",13.1     
"DeKalb County, AL",9.1     
"Elmore County, AL",7.0     
"Escambia County, AL",9.3     
"Etowah County, AL",8.2     
"Fayette County, AL",8.6     
"Franklin County, AL",8.4     
"Geneva County, AL",7.6     
"Greene County, AL",13.7     
"Hale County, AL",11.6     
"Henry County, AL",8.2     
"Houston County, AL",7.6     
"Jackson County, AL",8.5     
"Jefferson County, AL",7.4     
"Lamar County, AL",7.6     
"Lauderdale County, AL",7.7     
"Lawrence County, AL",9.0     
"Lee County, AL",6.9     
"Limestone County, AL",6.9     
"Lowndes County, AL",15.6     
"Macon County, AL",10.8     
"Madison County, AL",7.0     
"Marengo County, AL",10.2     
"Marion County, AL",9.0     
"Marshall County, AL",7.8     
"Mobile County, AL",9.1     
"Monroe County, AL",12.7     
"Montgomery County, AL",8.0     
"Morgan County, AL",7.8     
"Perry County, AL",13.5     
"Pickens County, AL",10.2     
"Pike County, AL",8.0     
"Randolph County, AL",9.2     
"Russell County, AL",8.8     
"St. Clair County, AL",6.9     
"Shelby County, AL",5.1     
"Sumter County, AL",10.6     
"Talladega County, AL",9.4     
"Tallapoosa County, AL",8.6     
"Tuscaloosa County, AL",7.0     
"Walker County, AL",9.0     
"Washington County, AL",12.1     
"Wilcox County, AL",20.1     
"Winston County, AL",10.1     
"Aleutians East Borough, AK",7.0     
"Aleutians West Census Area, AK",7.0     
"Anchorage Borough/municipality, AK",5.4     
"Bethel Census Area, AK",15.4     
"Bristol Bay Borough, AK",9.6     
"Denali Borough, AK",13.7     
"Dillingham Census Area, AK",9.9     
"Fairbanks North Star Borough, AK",6.1     
"Haines Borough, AK",10.0     
"Hoonah-Angoon Census Area, AK",14.4     
"Juneau Borough/city, AK",5.1     
"Kenai Peninsula Borough, AK",8.6     
"Ketchikan Gateway Borough, AK",7.9     
"Kodiak Island Borough, AK",6.7     
"Lake and Peninsula Borough, AK",14.3     
"Matanuska-Susitna Borough, AK",8.6     
"Nome Census Area, AK",11.7     
"North Slope Borough, AK",7.5     
"Northwest Arctic Borough, AK",15.7     
"Petersburg Census Area, AK",8.3     
"Prince of Wales-Hyder Census Area, AK",13.3     
"Sitka Borough/city, AK",5.7     
"Skagway Municipality, AK",13.8     
"Southeast Fairbanks Census Area, AK",12.8     
"Valdez-Cordova Census Area, AK",9.7     
"Wade Hampton Census Area, AK",22.1     
"Wrangell Borough/city, AK",8.3     
"Yakutat Borough/city, AK",9.7     
"Yukon-Koyukuk Census Area, AK",17.4     
"Apache County, AZ",19.1     
"Cochise County, AZ",9.0     
"Coconino County, AZ",8.6     
"Gila County, AZ",10.2     
"Graham County, AZ",8.7     
"Greenlee County, AZ",7.9     
"La Paz County, AZ",8.7     
"Maricopa County, AZ",7.3     
"Mohave County, AZ",11.0     
"Navajo County, AZ",14.3     
"Pima County, AZ",7.4     
"Pinal County, AZ",8.8     
"Santa Cruz County, AZ",15.6     
"Yavapai County, AZ",8.7     
"Yuma County, AZ",24.1     
"Arkansas County, AR",8.8     
"Ashley County, AR",12.3     
"Baxter County, AR",8.4     
"Benton County, AR",6.0     
"Boone County, AR",7.6     
"Bradley County, AR",11.1     
"Calhoun County, AR",9.0     
"Carroll County, AR",6.3     
"Chicot County, AR",11.4     
"Clark County, AR",10.1     
"Clay County, AR",11.1     
"Cleburne County, AR",8.5     
"Cleveland County, AR",7.4     
"Columbia County, AR",9.0     
"Conway County, AR",9.0     
"Craighead County, AR",6.9     
"Crawford County, AR",8.0     
"Crittenden County, AR",9.7     
"Cross County, AR",8.0     
"Dallas County, AR",11.5     
"Desha County, AR",10.0     
"Drew County, AR",10.7     
"Faulkner County, AR",6.6     
"Franklin County, AR",7.1     
"Fulton County, AR",7.2     
"Garland County, AR",7.9     
"Grant County, AR",6.8     
"Greene County, AR",8.8     
"Hempstead County, AR",7.3     
"Hot Spring County, AR",7.2     
"Howard County, AR",6.7     
"Independence County, AR",9.2     
"Izard County, AR",8.7     
"Jackson County, AR",10.7     
"Jefferson County, AR",10.0     
"Johnson County, AR",7.4     
"Lafayette County, AR",9.6     
"Lawrence County, AR",9.1     
"Lee County, AR",9.7     
"Lincoln County, AR",8.7     
"Little River County, AR",7.3     
"Logan County, AR",8.0     
"Lonoke County, AR",6.3     
"Madison County, AR",5.9     
"Marion County, AR",8.3     
"Miller County, AR",6.0     
"Mississippi County, AR",10.9     
"Monroe County, AR",9.0     
"Montgomery County, AR",8.5     
"Nevada County, AR",7.7     
"Newton County, AR",7.4     
"Ouachita County, AR",10.4     
"Perry County, AR",9.0     
"Phillips County, AR",11.6     
"Pike County, AR",9.1     
"Poinsett County, AR",8.6     
"Polk County, AR",7.5     
"Pope County, AR",7.3     
"Prairie County, AR",7.6     
"Pulaski County, AR",6.9     
"Randolph County, AR",10.8     
"St. Francis County, AR",10.9     
"Saline County, AR",6.1     
"Scott County, AR",6.8     
"Searcy County, AR",8.2     
"Sebastian County, AR",7.9     
"Sevier County, AR",8.8     
"Sharp County, AR",10.1     
"Stone County, AR",8.4     
"Union County, AR",9.2     
"Van Buren County, AR",10.1     
"Washington County, AR",5.6     
"White County, AR",7.9     
"Woodruff County, AR",10.3     
"Yell County, AR",6.7     
"Alameda County, CA",8.7     
"Alpine County, CA",11.3     
"Amador County, CA",12.3     
"Butte County, CA",12.2     
"Calaveras County, CA",12.4     
"Colusa County, CA",20.7     
"Contra Costa County, CA",9.0     
"Del Norte County, CA",13.6     
"El Dorado County, CA",10.2     
"Fresno County, CA",15.2     
"Glenn County, CA",14.2     
"Humboldt County, CA",9.6     
"Imperial County, CA",27.4     
"Inyo County, CA",9.1     
"Kern County, CA",13.2     
"Kings County, CA",14.9     
"Lake County, CA",12.9     
"Lassen County, CA",12.4     
"Los Angeles County, CA",10.9     
"Madera County, CA",14.5     
"Marin County, CA",6.3     
"Mariposa County, CA",12.2     
"Mendocino County, CA",10.0     
"Merced County, CA",16.4     
"Modoc County, CA",14.4     
"Mono County, CA",10.3     
"Monterey County, CA",11.6     
"Napa County, CA",8.4     
"Nevada County, CA",9.7     
"Orange County, CA",7.8     
"Placer County, CA",9.4     
"Plumas County, CA",16.1     
"Riverside County, CA",11.6     
"Sacramento County, CA",10.5     
"San Benito County, CA",13.1     
"San Bernardino County, CA",11.4     
"San Diego County, CA",9.1     
"San Francisco County/city, CA",6.8     
"San Joaquin County, CA",14.4     
"San Luis Obispo County, CA",8.2     
"San Mateo County, CA",6.4     
"Santa Barbara County, CA",8.3     
"Santa Clara County, CA",7.9     
"Santa Cruz County, CA",11.8     
"Shasta County, CA",14.2     
"Sierra County, CA",14.3     
"Siskiyou County, CA",15.6     
"Solano County, CA",10.6     
"Sonoma County, CA",8.8     
"Stanislaus County, CA",14.9     
"Sutter County, CA",16.8     
"Tehama County, CA",13.8     
"Trinity County, CA",14.6     
"Tulare County, CA",16.2     
"Tuolumne County, CA",13.0     
"Ventura County, CA",9.1     
"Yolo County, CA",10.7     
"Yuba County, CA",15.4     
"Adams County, CO",9.3     
"Alamosa County, CO",10.2     
"Arapahoe County, CO",7.6     
"Archuleta County, CO",9.8     
"Baca County, CO",4.5     
"Bent County, CO",8.2     
"Boulder County, CO",6.1     
"Broomfield County/city, CO",6.5     
"Chaffee County, CO",6.8     
"Cheyenne County, CO",4.5     
"Clear Creek County, CO",6.9     
"Conejos County, CO",10.4     
"Costilla County, CO",11.2     
"Crowley County, CO",8.1     
"Custer County, CO",6.3     
"Delta County, CO",9.4     
"Denver County/city, CO",7.8     
"Dolores County, CO",10.0     
"Douglas County, CO",5.9     
"Eagle County, CO",7.1     
"Elbert County, CO",7.0     
"El Paso County, CO",8.8     
"Fremont County, CO",11.4     
"Garfield County, CO",8.3     
"Gilpin County, CO",6.5     
"Grand County, CO",7.2     
"Gunnison County, CO",5.9     
"Hinsdale County, CO",4.8     
"Huerfano County, CO",14.0     
"Jackson County, CO",5.1     
