County,2013
"Autauga County, AL",6.3     
"Baldwin County, AL",6.7     
"Barbour County, AL",10.4     
"Bibb County, AL",7.8     
"Blount County, AL",6.3     
"Bullock County, AL",9.6     
"Butler County, AL",10.4     
"Calhoun County, AL",8.6     
"Chambers County, AL",8.0     
"Cherokee County, AL",6.6     
"Chilton County, AL",6.6     
"Choctaw County, AL",9.2     
"Clarke County, AL",14.0     
"Clay County, AL",8.4     
"Cleburne County, AL",7.7     
"Coffee County, AL",7.0     
"Colbert County, AL",8.1     
"Conecuh County, AL",10.9     
"Coosa County, AL",9.0     
"Covington County, AL",8.1     
"Crenshaw County, AL",7.5     
"Cullman County, AL",6.6     
"Dale County, AL",7.5     
"Dallas County, AL",12.4     
"DeKalb County, AL",7.6     
"Elmore County, AL",6.2     
"Escambia County, AL",8.6     
"Etowah County, AL",7.5     
"Fayette County, AL",8.3     
"Franklin County, AL",8.1     
"Geneva County, AL",7.0     
"Greene County, AL",13.0     
"Hale County, AL",11.7     
"Henry County, AL",7.7     
"Houston County, AL",7.0     
"Jackson County, AL",7.7     
"Jefferson County, AL",6.7     
"Lamar County, AL",7.1     
"Lauderdale County, AL",7.1     
"Lawrence County, AL",8.3     
"Lee County, AL",6.0     
"Limestone County, AL",6.3     
"Lowndes County, AL",14.3     
"Macon County, AL",9.7     
"Madison County, AL",6.4     
"Marengo County, AL",8.9     
"Marion County, AL",8.0     
"Marshall County, AL",6.8     
"Mobile County, AL",8.4     
"Monroe County, AL",12.1     
"Montgomery County, AL",7.3     
"Morgan County, AL",6.9     
"Perry County, AL",13.7     
"Pickens County, AL",9.3     
"Pike County, AL",7.7     
"Randolph County, AL",7.8     
"Russell County, AL",7.3     
"St. Clair County, AL",6.2     
"Shelby County, AL",4.7     
"Sumter County, AL",9.2     
"Talladega County, AL",8.4     
"Tallapoosa County, AL",8.1     
"Tuscaloosa County, AL",6.4     
"Walker County, AL",8.2     
"Washington County, AL",11.0     
"Wilcox County, AL",19.6     
"Winston County, AL",9.5     
"Aleutians East Borough, AK",6.4     
"Aleutians West Census Area, AK",7.0     
"Anchorage Borough/municipality, AK",5.2     
"Bethel Census Area, AK",16.1     
"Bristol Bay Borough, AK",8.6     
"Denali Borough, AK",12.3     
"Dillingham Census Area, AK",10.1     
"Fairbanks North Star Borough, AK",5.8     
"Haines Borough, AK",9.9     
"Hoonah-Angoon Census Area, AK",14.6     
"Juneau Borough/city, AK",5.0     
"Kenai Peninsula Borough, AK",7.9     
"Ketchikan Gateway Borough, AK",7.5     
"Kodiak Island Borough, AK",6.2     
"Lake and Peninsula Borough, AK",14.4     
"Matanuska-Susitna Borough, AK",8.2     
"Nome Census Area, AK",12.2     
"North Slope Borough, AK",7.1     
"Northwest Arctic Borough, AK",16.3     
"Petersburg Census Area, AK",9.2     
"Prince of Wales-Hyder Census Area, AK",11.9     
"Sitka Borough/city, AK",5.4     
"Skagway Municipality, AK",12.1     
"Southeast Fairbanks Census Area, AK",12.9     
"Valdez-Cordova Census Area, AK",9.8     
"Wade Hampton Census Area, AK",23.6     
"Wrangell Borough/city, AK",8.0     
"Yakutat Borough/city, AK",9.4     
"Yukon-Koyukuk Census Area, AK",18.2     
"Apache County, AZ",18.5     
"Cochise County, AZ",9.0     
"Coconino County, AZ",8.1     
